time,passenger_load,wind_load,light_load,equipment_load,total_load
660,353.626,719.7401098870505,120.0,47.53213226910256,1240.898242156153
665,355.264,961.2775901258187,120.0,48.01438625646926,1484.555976382288
670,356.71999999999997,664.0830113886401,120.0,44.647851193203266,1185.4508625818432
675,357.99399999999997,1014.298014415398,120.0,47.264302299067275,1539.5563167144653
680,359.268,656.0080206330334,120.0,48.00016161266866,1183.276182245702
685,360.36,969.1139158004466,120.0,48.74447232942294,1498.2183881298697
690,361.27,703.6738895214673,120.0,49.31230563257867,1234.256195154046
695,362.18,1010.5377361353887,120.0,48.44015473941329,1541.157890874802
700,362.726,623.2571401413862,120.0,48.816917196460444,1154.8000573378467
705,363.272,1047.4843582832134,120.0,51.7162002173109,1582.4725585005242
710,363.63599999999997,623.8642181654927,120.0,53.437407820066596,1160.9376259855594
715,363.818,1067.0295738799534,120.0,51.3585444836847,1602.206118363638
720,364.0,663.8867946732173,120.0,49.71503790712075,1197.6018325803382
725,363.818,972.2126208763084,120.0,51.602649459779265,1507.6332703360877
730,363.63599999999997,655.4590167502216,120.0,51.612922680465005,1190.7079394306866
735,363.272,1014.5167426863695,120.0,52.702001940830094,1550.4907446271995
740,362.726,603.0725016863253,120.0,49.21915417735211,1135.0176558636774
745,362.18,987.9659770998608,120.0,45.48901231540029,1515.634989415261
750,361.27,710.6070974382135,120.0,51.35677884860048,1243.233876286814
755,360.36,963.2676543533609,120.0,46.823935501618664,1490.4515898549796
760,359.268,648.9609455481617,120.0,47.66257436153509,1175.8915199096966
765,357.99399999999997,1025.5413274283135,120.0,52.31217491279811,1555.8475023411115
770,356.71999999999997,586.0334560253275,120.0,49.59078101517768,1112.3442370405053
775,355.264,1049.8303316672375,120.0,52.15902384023673,1577.2533555074742
780,353.626,725.2610464658247,120.0,45.74202228580517,1244.62906875163
785,351.806,923.2650104016113,120.0,49.33093978425259,1444.401950185864
790,349.986,716.7542229050423,120.0,47.31001644314319,1234.0502393481854
795,347.80199999999996,1058.0406441844495,120.0,47.12244078090366,1572.965084965353
800,345.8,674.4050245760731,120.0,52.6800640161139,1192.885088592187
805,343.43399999999997,1043.1708315368583,120.0,48.67901013756974,1555.283841674428
810,341.068,694.4196751188747,120.0,50.90719172378626,1206.394866842661
815,338.52,1030.9197749126402,120.0,49.785152217981675,1539.2249271306218
820,335.972,650.7816097264498,120.0,49.82607724985178,1156.5796869763014
825,333.242,1011.5772394210586,120.0,50.367900511041455,1515.1871399321
830,330.33,624.6427948883673,120.0,49.45825795113009,1124.4310528394974
835,327.418,1003.6659930081992,120.0,55.84063315114582,1506.924626159345
840,324.324,677.1976226532994,120.0,44.181881911056536,1165.7035045643559
845,321.048,953.4792060011822,120.0,50.31363416507706,1444.840840166259
850,317.954,679.184240370987,120.0,51.86600901951284,1169.0042493904998
855,314.496,1012.1099571321345,120.0,47.342740303041715,1493.948697435176
860,311.038,639.3744032856106,120.0,52.159480602762194,1122.571883888373
865,307.58,962.1684593608112,120.0,52.42242226533263,1442.170881626144
870,303.94,664.3481581460459,120.0,50.33293106345272,1138.6210892094985
875,300.3,1025.4269788384934,120.0,48.48270129939027,1494.2096801378837
880,296.478,690.4690273135993,120.0,48.73730363594924,1155.6843309495487
885,292.656,929.6678046642274,120.0,55.070025105917594,1397.3938297701452
890,288.834,673.3459627538185,120.0,51.871211088197114,1134.0511738420155
895,284.83,978.0188912556911,120.0,49.0969532879342,1431.9458445436253
900,280.82599999999996,632.2711597855329,120.0,52.936077163561535,1086.0332369490943
905,276.64,1043.2824287572175,120.0,52.9716254572551,1492.8940542144726
910,272.63599999999997,654.9980109942733,120.0,47.327679053147364,1094.9616900474207
915,268.45,975.7735855457237,120.0,51.54375113748291,1415.7673366832066
920,264.264,730.3499713834105,120.0,50.97491276872327,1165.5888841521337
925,259.896,954.350801322479,120.0,51.735267228051164,1385.9820685505304
930,255.70999999999998,678.1520543193993,120.0,53.14641400898791,1107.0084683283872
935,251.34199999999998,1046.4514348789319,120.0,51.62082412848923,1469.414259007421
940,246.974,677.2935511412378,120.0,52.060214279480846,1096.3277654207186
945,242.606,926.7958656472698,120.0,51.31421002476011,1340.71607567203
950,238.238,680.2608574859856,120.0,46.65760952938734,1085.156467015373
955,233.87,1018.457802695292,120.0,46.63650566397702,1418.9643083592691
960,229.50199999999998,729.1834877439898,120.0,50.11460173689921,1128.8000894808888
965,225.134,993.7678143476625,120.0,52.87746569446621,1391.7792800421287
970,220.766,696.7948402169671,120.0,48.28174295580771,1085.8425831727748
975,216.216,1028.3839033013492,120.0,49.26342997920024,1413.8633332805493
980,211.84799999999998,668.8537560703528,120.0,51.84794498313577,1052.5497010534884
985,207.48,980.8880623451829,120.0,51.53946878495312,1359.907531130136
990,203.112,715.4614877974676,120.0,48.6970004941456,1087.2704882916132
995,198.744,942.275810273466,120.0,51.23549558539908,1312.255305858865
1000,194.376,715.2806383330509,120.0,51.25188730467682,1080.9085256377277
1005,190.00799999999998,951.6092973240958,120.0,52.35961318085741,1313.9769105049531
1010,185.64,701.5018464870658,120.0,44.211208268815874,1051.3530547558817
1015,181.272,997.7016977258697,120.0,48.541493351487674,1347.5151910773573
1020,177.08599999999998,760.4929743411946,120.0,51.681475072173995,1109.2604494133686
1025,172.9,951.82990895636,120.0,48.36623305402858,1293.0961420103886
1030,168.714,625.3337655936559,120.0,49.42325547206463,963.4710210657205
1035,164.528,921.7483147430975,120.0,45.61406534934986,1251.8903800924472
1040,160.34199999999998,626.1950668511284,120.0,51.6958995797788,958.2329664309073
1045,156.338,1034.9517724775137,120.0,54.185640569053085,1365.4754130465667
1050,152.152,720.3426416690526,120.0,47.744410603735396,1040.2390522727878
1055,148.148,1067.3837554560896,120.0,54.0934967224483,1389.6252521785377
1060,144.326,761.2821640115967,120.0,50.52478818719595,1076.1329521987927
1065,140.322,1004.0747461813106,120.0,49.72551026818256,1314.122256449493
1070,136.5,682.825982165879,120.0,48.00096741521375,987.3269495810928
1075,132.678,969.0474040597023,120.0,46.91281404340177,1268.638218103104
1080,129.03799999999998,667.9722980152476,120.0,50.689463244061415,967.6997612593091
1085,125.216,1007.6370383855542,120.0,49.269944190064855,1302.122982575619
1090,121.576,734.0462638891513,120.0,45.775186117039986,1021.3974500061913
1095,118.118,966.810836460503,120.0,52.46848957473002,1257.397326035233
1100,114.478,707.7712262174082,120.0,46.271738418790086,988.5209646361982
1105,111.202,963.6258039190184,120.0,52.4854545608663,1247.3132584798848
1110,107.744,704.2526472256596,120.0,48.18464413219113,980.1812913578508
1115,104.468,962.281581386371,120.0,50.1042230385613,1236.8538044249324
1120,101.192,679.1282605220232,120.0,50.32450559676745,950.6447661187907
1125,97.916,998.0591400790269,120.0,50.45529659472507,1266.430436673752
1130,94.822,633.019240684879,120.0,51.20268903696359,899.0439297218427
1135,91.728,1099.1301683542642,120.0,52.909078033727674,1363.767246387992
1140,88.634,675.3482200589227,120.0,49.90445043282031,933.8866704917431
1145,85.722,922.1888840555966,120.0,57.04123784511639,1184.952121900713
1150,82.81,700.1362286246482,120.0,48.676771712272284,951.6230003369205
1155,80.08,966.330608751779,120.0,51.60356614907419,1218.014174900853
1160,77.35,680.6064393955836,120.0,44.6772448617222,922.6336842573058
1165,74.62,1019.0776883654064,120.0,52.078520258899076,1265.7762086243056
1170,71.89,637.2886849286344,120.0,48.22522976662857,877.403914695263
1175,69.342,948.3737784217669,120.0,44.35574709891345,1182.0715255206806
1180,66.976,719.8236970473321,120.0,46.20259602241677,953.0022930697488
1185,64.428,955.8914575002667,120.0,49.41445414925376,1189.7339116495205
1190,62.062,649.3147437784635,120.0,50.05452295830472,881.4312667367682
1195,59.696,1011.6734388254085,120.0,50.013549345783396,1241.3829881711918
1200,57.512,673.4913488607338,120.0,51.08354231304814,902.0868911737819
1205,55.327999999999996,933.9874166183413,120.0,50.938188814624255,1160.2536054329655
1210,53.144,664.6545614963908,120.0,48.87239769915638,886.6709591955472
1215,51.141999999999996,983.0583162980171,120.0,51.37283860092027,1205.5731548989372
1220,49.14,694.5013365455105,120.0,46.01412270127254,909.655459246783
1225,47.32,1002.7439012334489,120.0,51.238297605465604,1221.3021988389144
1230,45.318,717.0811543926582,120.0,47.963516420848656,930.3626708135068
1235,43.498,1000.751488715185,120.0,47.72802390321708,1211.977512618402
1240,41.678,753.4572464826689,120.0,50.298185035139774,965.4334315178087
1245,40.04,993.121367190173,120.0,53.40127885271741,1206.5626460428905
1250,38.402,736.2627793892134,120.0,50.145596479041885,944.8103758682553
1255,36.763999999999996,958.0367669203216,120.0,51.07999242865166,1165.8807593489732
1260,35.308,724.3059846786226,120.0,49.310544670369566,928.9245293489922
1265,33.67,1020.4846507590237,120.0,54.684527335567026,1228.8391780945908
1270,32.214,735.9810363511461,120.0,49.23130268832748,937.4263390394736
1275,30.939999999999998,987.5647877932703,120.0,48.33410789594548,1186.8388956892156
1280,29.483999999999998,678.4027352428596,120.0,51.503769996287346,879.390505239147
1285,28.21,968.4384077657134,120.0,46.84182657045254,1163.4902343361657
1290,26.936,664.9195358844025,120.0,51.24761795450905,863.1031538389116
1295,25.843999999999998,939.3854110677912,120.0,51.77230771025104,1137.0017187780422
1300,24.57,677.2085840145962,120.0,50.33998414838924,872.1185681629855
1305,23.477999999999998,992.8644207190132,120.0,53.411020271043625,1189.7534409900568
1310,22.386,706.0748814653657,120.0,49.52638716091169,897.9872686262773
1315,21.294,985.7707985305449,120.0,50.72943067951733,1177.7942292100622
1320,20.384,655.4553994189907,120.0,48.58928882094149,844.4286882399323
1325,19.291999999999998,990.5476176712165,120.0,47.93741158399906,1177.7770292552157
1330,18.381999999999998,725.7855375957008,120.0,52.897102371054984,917.0646399667557
1335,17.654,941.2841864187436,120.0,50.796651248617856,1129.7348376673613
1340,16.744,731.4667029600427,120.0,50.9363270329423,919.1470299929849
1345,15.834,948.051618022884,120.0,51.13485644259534,1135.0204744654793
1350,15.106,650.3618036207894,120.0,53.99995900268023,839.4677626234696
1355,14.378,938.7079815338706,120.0,51.69902862356474,1124.7850101574354
1360,13.65,663.5329022593362,120.0,49.387116727089285,846.5700189864255
1365,12.921999999999999,996.522949462217,120.0,54.20557693314517,1183.6505263953622
1370,12.376,649.2729466317402,120.0,51.99913306995634,833.6480797016965
1375,11.648,957.1457714948518,120.0,53.91353478882961,1142.7073062836814
1380,11.102,648.6859717678926,120.0,50.745241735866806,830.5332135037594
1385,10.556,992.1017919354039,120.0,50.24197111228495,1172.899763047689
1390,10.01,688.4917393940756,120.0,50.987926018396614,869.4896654124722
1395,9.464,941.9304910288346,120.0,49.408865132969424,1120.803356161804
1400,8.918,687.3849606767126,120.0,48.748139904567104,865.0511005812797
1405,8.372,1026.176069958206,120.0,45.192597948971766,1199.7406679071778
1410,8.008,706.5157766728167,120.0,50.88822955941969,885.4120062322364
1415,7.462,979.0188563370154,120.0,48.65937887594861,1155.140235212964
1420,7.098,684.8958382030465,120.0,50.74910829437137,862.7429464974178
1425,6.734,1004.7646204733751,120.0,45.4859746753625,1176.9845951487375
1430,6.37,672.8237082050487,120.0,47.16659855285989,846.3603067579086
1435,6.006,967.5710459224442,120.0,53.61695996590203,1147.194005888346
0,5.6419999999999995,714.976273328342,120.0,5.0,845.6182733283421
5,6.006,941.0915585655074,120.0,5.0,1072.0975585655074
10,6.37,715.6278345537575,120.0,5.0,846.9978345537575
15,6.734,933.1476240330303,120.0,5.0,1064.8816240330302
20,7.098,672.0178215309306,120.0,5.0,804.1158215309306
25,7.462,969.143633551121,120.0,5.0,1101.605633551121
30,8.008,716.6235624270197,120.0,5.0,849.6315624270197
35,8.372,974.6733288253232,120.0,5.0,1108.0453288253232
40,8.918,675.4301932038652,120.0,5.0,809.3481932038652
45,9.464,925.7534810479741,120.0,5.0,1060.2174810479742
50,10.01,720.6934977587165,120.0,5.0,855.7034977587165
55,10.556,1001.6525513076485,120.0,5.0,1137.2085513076486
60,11.102,678.523366825181,120.0,5.0,814.625366825181
65,11.648,963.5935300493721,120.0,5.0,1100.2415300493722
70,12.376,634.613607700509,120.0,5.0,771.9896077005089
75,12.921999999999999,1000.181487118772,120.0,5.0,1138.1034871187721
80,13.65,734.7436913341359,120.0,5.0,873.3936913341358
85,14.378,960.9807094477394,120.0,5.0,1100.3587094477393
90,15.106,694.8222681275246,120.0,5.0,834.9282681275246
95,15.834,991.7675398289869,120.0,5.0,1132.601539828987
100,16.744,658.7272041676708,120.0,5.0,800.4712041676709
105,17.654,971.9276154841262,120.0,5.0,1114.5816154841264
110,18.381999999999998,702.1630366783164,120.0,5.0,845.5450366783164
115,19.291999999999998,971.8141821035156,120.0,5.0,1116.1061821035155
120,20.384,738.9630058846874,120.0,5.0,884.3470058846874
125,21.294,987.7523247745443,120.0,5.0,1134.0463247745442
130,22.386,661.8199267824147,120.0,5.0,809.2059267824146
135,23.477999999999998,1020.1850317560383,120.0,5.0,1168.6630317560382
140,24.57,701.5774915161402,120.0,5.0,851.1474915161402
145,25.843999999999998,1027.6617538733626,120.0,5.0,1178.5057538733627
150,26.936,690.3969081933986,120.0,5.0,842.3329081933987
155,28.21,977.1700691882536,120.0,5.0,1130.3800691882536
160,29.483999999999998,669.1072748745344,120.0,5.0,823.5912748745344
165,30.939999999999998,993.0819192473714,120.0,5.0,1149.0219192473714
170,32.214,680.9015162730892,120.0,5.0,838.1155162730893
175,33.67,1003.5047283459676,120.0,5.0,1162.1747283459677
180,35.308,710.8904822187156,120.0,5.0,871.1984822187156
185,36.763999999999996,921.1324369595292,120.0,5.0,1082.8964369595292
190,38.402,692.3488742924857,120.0,5.0,855.7508742924857
195,40.04,996.2294159643375,120.0,5.0,1161.2694159643374
200,41.678,636.2575295075119,120.0,5.0,802.9355295075119
205,43.498,991.577818574552,120.0,5.0,1160.075818574552
210,45.318,686.0992126765536,120.0,5.0,856.4172126765536
215,47.32,870.5236289818082,120.0,5.0,1042.8436289818083
220,49.14,689.7819040417138,120.0,5.0,863.9219040417138
225,51.141999999999996,1011.4303819652481,120.0,5.0,1187.572381965248
230,53.144,613.3239758679031,120.0,5.0,791.4679758679031
235,55.327999999999996,927.3916335365108,120.0,5.0,1107.7196335365106
240,57.512,657.0930111695654,120.0,5.0,839.6050111695654
245,59.696,991.5905440167372,120.0,5.0,1176.2865440167373
250,62.062,768.8895348546044,120.0,5.0,955.9515348546045
255,64.428,980.1189929597408,120.0,5.0,1169.5469929597407
260,66.976,760.306098780375,120.0,5.0,952.282098780375
265,69.342,967.6371728630016,120.0,5.0,1161.9791728630016
270,71.89,704.9475484337383,120.0,5.0,901.8375484337383
275,74.62,990.635555792415,120.0,5.0,1190.255555792415
280,77.35,659.0985904322324,120.0,5.0,861.4485904322324
285,80.08,945.2174877513221,120.0,5.0,1150.297487751322
290,82.81,681.4934515310173,120.0,5.0,889.3034515310173
295,85.722,989.6649817024404,120.0,5.0,1200.3869817024404
300,88.634,708.9488734414,120.0,48.215846114904984,965.798719556305
305,91.728,926.4706302191953,120.0,49.42088320155553,1187.619513420751
310,94.822,633.228866258672,120.0,53.09796903998853,901.1488352986605
315,97.916,979.1818034256041,120.0,51.42161626312318,1248.5194196887273
320,101.192,775.4485931164375,120.0,51.22471410605739,1047.865307222495
325,104.468,979.6943226099654,120.0,49.45169884190936,1253.6140214518748
330,107.744,613.2202791473159,120.0,50.161530860970636,891.1258100082865
335,111.202,1003.2727132292636,120.0,49.31134170133315,1283.7860549305967
340,114.478,725.9362248793907,120.0,53.927102046196275,1014.3413269255869
345,118.118,1020.9991750054139,120.0,43.07716444321843,1302.1943394486323
350,121.576,723.1679505433734,120.0,46.5318326066585,1011.2757831500319
355,125.216,983.1209962742569,120.0,48.23551190214153,1276.5725081763983
360,129.03799999999998,736.6354355792171,120.0,53.11052954133633,1038.7839651205534
365,132.678,996.4867626997493,120.0,54.27058519080088,1303.43534789055
370,136.5,695.0127610478485,120.0,50.077730152342326,1001.5904912001909
375,140.322,937.27571157064,120.0,45.82004104075858,1243.4177526113986
380,144.326,669.4431516978365,120.0,48.74203182212767,982.5111835199641
385,148.148,1000.4672874182602,120.0,48.18431681448289,1316.799604232743
390,152.152,695.506005367967,120.0,44.73607405834181,1012.3940794263088
395,156.338,1047.3174807229445,120.0,53.94852016949954,1377.604000892444
400,160.34199999999998,683.9296626544466,120.0,52.286048729505865,1016.5577113839524
405,164.528,999.7374942742805,120.0,48.01189122575168,1332.277385500032
410,168.714,725.2833917543231,120.0,47.708156588007824,1061.705548342331
415,172.9,943.5818744726228,120.0,45.978577534973006,1282.460452007596
420,177.08599999999998,713.8586302699529,120.0,50.41034842143912,1061.354978691392
425,181.272,957.2689819319799,120.0,48.6103758719272,1307.1513578039069
430,185.64,654.2334962143672,120.0,48.94238301308146,1008.8158792274486
435,190.00799999999998,985.1132353901799,120.0,49.177633791195206,1344.298869181375
440,194.376,667.1745468264004,120.0,45.37673079999759,1026.9272776263979
445,198.744,964.1361450810078,120.0,51.025178215743004,1333.9053232967508
450,203.112,626.7933953788877,120.0,47.933462487295245,997.8388578661829
455,207.48,983.4166625438825,120.0,46.88784891368856,1357.784511457571
460,211.84799999999998,612.6990864651049,120.0,51.498332824603196,996.045419289708
465,216.216,1010.4621406832144,120.0,49.090519515264575,1395.768660198479
470,220.766,737.1479548068053,120.0,49.29943544668646,1127.2133902534915
475,225.134,984.0398077529602,120.0,53.11007550739246,1382.2838832603525
480,229.50199999999998,729.2170802371626,120.0,51.80160007888719,1130.5206803160495
485,233.87,954.7091290392102,120.0,46.174023711051944,1354.7531527502622
490,238.238,745.9002182048832,120.0,52.31066593154123,1156.4488841364246
495,242.606,1012.5896897742055,120.0,49.338784237937716,1424.5344740121432
500,246.974,667.2632197448327,120.0,52.34641814345635,1086.5836378882889
505,251.34199999999998,1004.1500606903396,120.0,51.20957315670174,1426.7016338470414
510,255.70999999999998,712.027791614296,120.0,46.56656580900549,1134.3043574233013
515,259.896,1024.3980105698026,120.0,52.32797923326545,1456.6219898030681
520,264.264,726.3660113255829,120.0,53.921528444806896,1164.5515397703898
525,268.45,999.0111422101016,120.0,53.47136861306816,1440.9325108231697
530,272.63599999999997,689.4594013714208,120.0,47.119613173604264,1129.215014545025
535,276.64,1058.2369528305187,120.0,47.00820001803569,1501.8851528485545
540,280.82599999999996,704.7905499558316,120.0,52.00235580540465,1157.6189057612362
545,284.83,1000.8553491257125,120.0,49.966134097451345,1455.6514832231637
550,288.834,747.5359415977427,120.0,52.15158771278349,1208.5215293105264
555,292.656,1034.1274799056148,120.0,49.29370187209808,1496.077181777713
560,296.478,663.4342840721989,120.0,51.068337993681,1130.98062206588
565,300.3,955.4941112103695,120.0,47.68684001485329,1423.4809512252227
570,303.94,695.2144927782834,120.0,47.66022628746545,1166.814719065749
575,307.58,957.9067490844014,120.0,51.72743664633211,1437.2141857307336
580,311.038,729.2214193518598,120.0,50.24867826423712,1210.5080976160968
